sentence,label
"BRAKENBURY:I beseech your graces both to pardon me;His majesty hath straitly given in chargeThat no man shall have private conference,Of what degree soever, with his brother",1
A poll has discovered that many adults struggle with simple task,0
"I'll tell him yet of Angelo's request,And fit his mind to death, for his soul's rest",1
The 23-year-old is jailed for life and will spend at least 33 years behind bars,0
Fears that she will be unable to breastfeed should she have another child,0
Chris Brown says he was victim of a 'brutal attack'Drake claims he never threw a bottle or a single punch,0
"Iowa, Colorado, Missouri and Illinois have confirmed EV-D68 cases",0
Diafra Sakho set the Hammers on the way to an encouraging 3-1 win on the eve of Sam Allardyce's 60th birthday,0
"Post you to London, and you will find it so;I speak no more than every one doth know",1
"YORK:Now, by my troth, if I had been remember'd,I could have given my uncle's grace a flout,To touch his growth nearer than he touch'd mine",1
ROMEO:He jests at scars that never felt a wound,1
The BMW's license plate fell off mid-robbery,0
"Tyler, tweeted about killing co-workers three years ago",0
"GEORGE:But when we saw our sunshine made thy spring,And that thy summer bred us no increase,We set the axe to thy usurping root;And though the edge hath something hit ourselves,Yet, know thou, since we have begun to strike,We'll never leave till we have hewn thee down,Or bathed thy growing with our heated bloods",1
Chambers' arrival may see Carl Jenkinson leave the Emirates,0
"First Citizen:Neighbour, well met: whither away so fast?Second Citizen:I promise you, I scarcely know myself:Hear you the news abroad?First Citizen:Ay, that the king is dead",1
"CORIOLANUS:May I change these garments?SICINIUS:You may, sir",1
Provost:It is a bitter deputy,1
"Since its release this week it has sold 267,000 copies",0
"LARTIUS:What is become of Marcius?All:Slain, sir, doubtless",1
"Helen of Greece was fairer far than thou,Although thy husband may be Menelaus;And ne'er was Agamemnon's brother wrong'dBy that false woman, as this king by thee",1
KING RICHARD III:Ely with Richmond troubles me more nearThan Buckingham and his rash-levied army,1
"HORTENSIO:Sir, a word ere you go;Are you a suitor to the maid you talk of, yea or no?TRANIO:And if I be, sir, is it any offence?GREMIO:No; if without more words you will get you hence",1
LADY CAPULET:She's not fourteen,1
"GRUMIO:Error i' the bill, sir; error i' the bill",1
"CAMILLO:I very well agree with you in the hopes of him: itis a gallant child; one that indeed physics thesubject, makes old hearts fresh: they that went oncrutches ere he was born desire yet their life tosee him a man",1
"GONZALO:This Tunis, sir, was Carthage",1
She says Boko Haram justifies actions as Islamic; this insult denounced by Muslim leaders,0
But he later told a detective that he had squeezed the crying baby until he stopped breathing and hit his head repeatedly against a bed,0
TRANIO:Thou'rt a tall fellow: hold thee that to drink,1
"PAULINA:Music, awake her; strike!'Tis time; descend; be stone no more; approach;Strike all that look upon with marvel",1
"So have we thought it goodFrom our free person she should be confined,Lest that the treachery of the two fled henceBe left her to perform",1
"When the Queen did arrive, Mrs May put joking aside and swept into an elaborate curtsey",0
"NEW: Airline CEO says situation being monitored, doesn't comment on flights",0
COMINIUS:He would not seem to know me,1
"Come, therefore, let us fly while we may fly:If Warwick take us we are sure to die",1
Richard St,0
The unnamed 35-year-old gave birth in the early hours on December 24,0
"VALERIA:O' my word, the father's son: I'll swear,'tis avery pretty boy",1
Spaniard hit stationary lorry at about 40mph after opening lap,0
"EXETER:Away! for vengeance comes along with them:Nay, stay not to expostulate, make speed;Or else come after: I'll away before",1
"Compensation claims of up to £400,000 could close schools say experts",0
Tourists looking for a souvenir to take home are main customers,0
"Walking Dead, Modern Family, Sons Of Anarchy, Mad Men, and Boardwalk Empire snubbed by awards show",0
Lord:Bid them come near,1
Iranian media: Rescue operations have ended after the Saturday quakes,0
"We do condemn thee to the very blockWhere Claudio stoop'd to death, and with like haste",1
"He does hear me;And that he does I weep: myself am Naples,Who with mine eyes, never since at ebb, beheldThe king my father wreck'd",1
Now the U,0
"Lords, to the field; Saint George and victory!3 KING HENRY VIKING EDWARD IV:So, lie thou there: die thou, and die our fear;For Warwick was a bug that fear'd us all",1
Teacher faces child cruelty charges and was fired from school,0
"Provost:Call hither Barnardine and Claudio:The one has my pity; not a jot the other,Being a murderer, though he were my brother",1
"VOLUMNIA:Let her alone, lady: as she is now, she will butdisease our better mirth",1
Here comes your father: never make denial;I must and will have Katharina to my wife,1
Ron Hunter tore his Achilles after rushing on to the court to celebrate his team's 38-36 win over Georgia Southern in New Orleans on Sunday,0
"I am too mean a subject for thy wrath:Be thou revenged on men, and let me live",1
"When police arrived at the home, they found a plasma-screen TV at the bottom of the swimming pool",0
"""Charter will protect freedom of the press"" and offer real redress, government says",0
"ISABELLA:O, I will to him and pluck out his eyes!DUKE VINCENTIO:You shall not be admitted to his sight",1
De Bruyne apparently left 'devastated' by the affair,0
"He was filmed by BBC packing aid convoy in Salford, Greater Manchester",0
"First Officer:If he did not care whether he had their love or no,he waved indifferently 'twixt doing them neithergood nor harm: but he seeks their hate with greaterdevotion than can render it him; and leavesnothing undone that may fully discover him theiropposite",1
PERDITA:I see the play so liesThat I must bear a part,1
Husband of Natalie Wood admitted he felt guilty he could not do anything to save her,0
"HORTENSIO:TRANIO:Sir, this is the house: please it you that I call?Pedant:Ay, what else? and but I be deceivedSignior Baptista may remember me,Near twenty years ago, in Genoa,Where we were lodgers at the Pegasus",1
Tragically baby Owen died in his mother's arms just hours after birth,0
"BARNARDINE:How now, Abhorson? what's the news with you?ABHORSON:Truly, sir, I would desire you to clap into yourprayers; for, look you, the warrant's come",1
But Syrian regime bombed ISIS positions in Syria recently and reportedly bombed in Iraq,0
"Palin known for backing tough ethical standards, focus on energy, natural resources",0
01bn for 2013-16 rights paid by Sky and BT is expected to rise,0
"GLOUCESTER:And yet methinks your grace hath not done well,To give the heir and daughter of Lord ScalesUnto the brother of your loving bride;She better would have fitted me or Clarence:But in your bride you bury brotherhood",1
"QUEEN ELIZABETH:My words are dull; O, quicken them with thine!QUEEN MARGARET:Thy woes will make them sharp, and pierce like mine",1
Rupert Murdoch tells Parliament he's not responsible for phone-hacking scandal,0
"DUCHESS OF YORK:Alack, poor Richard! where rode he the whilst?DUKE OF YORK:As in a theatre, the eyes of men,After a well-graced actor leaves the stage,Are idly bent on him that enters next,Thinking his prattle to be tedious;Even so, or with much more contempt, men's eyesDid scowl on gentle Richard; no man cried 'God save him!'No joyful tongue gave him his welcome home:But dust was thrown upon his sacred head:Which with such gentle sorrow he shook off,His face still combating with tears and smiles,The badges of his grief and patience,That had not God, for some strong purpose, steel'dThe hearts of men, they must perforce have meltedAnd barbarism itself have pitied him",1
"What you will have it named, even that it is;And so it shall be so for Katharina",1
KING RICHARD II:Rage must be withstood:Give me his gage: lions make leopards tame,1
Carlo Ancelotti's side can relax at HQ before and after training,0
Ronald Koeman admits he grew up watching the FA Cup in Holland,0
"Band recorded the hits ""Kicks,"" ""Hungry"" and ""Indian Reservation""Revere was born in Nebraska, died at his home in Idaho",0
MI has been blamed for a massive rise in dangerous allergic reactions caused by a huge range of beauty products,0
"FRIAR LAURENCE:Hold thy desperate hand:Art thou a man? thy form cries out thou art:Thy tears are womanish; thy wild acts denoteThe unreasonable fury of a beast:Unseemly woman in a seeming man!Or ill-beseeming beast in seeming both!Thou hast amazed me: by my holy order,I thought thy disposition better temper'd",1
"ANTIGONUS:Come, poor babe:I have heard, but not believed,the spirits o' the deadMay walk again: if such thing be, thy motherAppear'd to me last night, for ne'er was dreamSo like a waking",1
"I hear some noise within; dear love, adieu!Anon, good nurse! Sweet Montague, be true",1
"Alex Oxlade-Chamberlain, Calum Chambers, Jack Wilshere, Kieran Gibbs and Danny Welbeck are among those to use the policy",0
"HAZMAT teams, chemical specialists, are determining if the smell is toxic",0
"Fabio Malpeso, 19, from New Jersey, was attacked on Thursday morning",0
Unidentified victims were treated at scene in Florence for minor wounds,0
China doesn't expect to match the medal haul from the Beijing Games in 2008,0
"First Servingman:Nay, not so neither: but I take him to be thegreater soldier",1
"PETRUCHIO:Well, come, my Kate; we will unto your father'sEven in these honest mean habiliments:Our purses shall be proud, our garments poor;For 'tis the mind that makes the body rich;And as the sun breaks through the darkest clouds,So honour peereth in the meanest habit",1
"And, as he fell, did Romeo turn and fly",1
"This VolumniaIs worth of consuls, senators, patricians,A city full; of tribunes, such as you,A sea and land full",1
The Dougherty siblings are accused of taking part in a multistate crime rampage,0
"PETRUCHIO:A whoreson beetle-headed, flap-ear'd knave!Come, Kate, sit down; I know you have a stomach",1
Advice hotline designed to be a cheaper replacement for NHS Direct,0
Survey revealed two thirds of salon operators in U,0
"Let's see for means: O mischief, thou art swiftTo enter in the thoughts of desperate men!I do remember an apothecary,--And hereabouts he dwells,--which late I notedIn tatter'd weeds, with overwhelming brows,Culling of simples; meagre were his looks,Sharp misery had worn him to the bones:And in his needy shop a tortoise hung,An alligator stuff'd, and other skinsOf ill-shaped fishes; and about his shelvesA beggarly account of empty boxes,Green earthen pots, bladders and musty seeds,Remnants of packthread and old cakes of roses,Were thinly scatter'd, to make up a show",1
Champion will be based at the Weather Channel headquarters in Atlanta and will also assume managing editor responsibilities at the network,0
"MISTRESS OVERDONE:But shall all our houses of resort in the suburbs bepulled down?POMPEY:To the ground, mistress",1
First Musician:Not a dump we; 'tis no time to play now,1
"Sitting on a bank,Weeping again the king my father's wreck,This music crept by me upon the waters,Allaying both their fury and my passionWith its sweet air: thence I have follow'd it,Or it hath drawn me rather",1
"KING HENRY VI:Be patient, gentle queen, and I will stay",1
"Hark! what noise is this?QUEEN ELIZABETH:Oh, who shall hinder me to wail and weep,To chide my fortune, and torment myself?I'll join with black despair against my soul,And to myself become an enemy",1
I love you better,1
This Marcius is grownfrom man to dragon: he has wings; he's more than acreeping thing,1
"But, leaving this, what is your grace's pleasure?BUCKINGHAM:Even that, I hope, which pleaseth God above,And all good men of this ungovern'd isle",1
"When she called for help on her phone from the ladies’ toilets, he stormed in and destroyed her phone",0
"BAPTISTA:I must confess your offer is the best;And, let your father make her the assurance,She is your own; else, you must pardon me,if you should die before him, where's her dower?TRANIO:That's but a cavil: he is old, I young",1
Results helps shed light on where all the antimatter went after the Big Bang,0
Manchester United have signed Radamel Falcao on loan from Monaco,0
"And with thy lips keep in my soul awhile!Thou lovest me not; for, brother, if thou didst,Thy tears would wash this cold congealed bloodThat glues my lips and will not let me speak",1
"However, he was considered to be low risk because he never left the plane",0
DUKE VINCENTIO:Hold you there: farewell,1
"Other pieces include a coral, emerald and diamond torsade choker",0
"Aviwe Mtongana, 15, performed his song Hell On Earth for the President at the Cape Town center",0
Murder suspect facing death penalty over fatal stabbing and shooting of Alexander in June 2008,0
"58 percent of American now believe it should be legal for gay and lesbian couples to get married, compared to 36 percent against it",0
"CAMILLO:You had much ado to make his anchor hold:When you cast out, it still came home",1
Lando Hite hid in stall which collapsed on him as it was battered by winds,0
"NORFOLK:I go, my lord",1
Kyle Carter battled the eating disorder for four years and dropped to 5st,0
A force might be needed to secure the site,0
"LEONTES:Go, Cleomenes;Yourself, assisted with your honour'd friends,Bring them to our embracement",1
"CAPULET:A jealous hood, a jealous hood!Now, fellow,What's there?First Servant:Things for the cook, sir; but I know not what",1
But Gerrard revealed he would like to return to the club in the future,0
"First Senator:Behold our patroness, the life of Rome!Call all your tribes together, praise the gods,And make triumphant fires; strew flowers before them:Unshout the noise that banish'd Marcius,Repeal him with the welcome of his mother;Cry 'Welcome, ladies, welcome!'All:Welcome, ladies, Welcome!AUFIDIUS:Go tell the lords o' the city I am here:Deliver them this paper: having read it,Bid them repair to the market place; where I,Even in theirs and in the commons' ears,Will vouch the truth of it",1
"WARWICK:The bloody parliament shall this be call'd,Unless Plantagenet, Duke of York, be king,And bashful Henry deposed, whose cowardiceHath made us by-words to our enemies",1
Sanchez is already serving time for bomb attacks that killed 11 people,0
"However, 80 per cent of UK adults said they would feel a 'degree of embarrassment' using Google Glass when shopping",0
You are to knowThat prosperously I have attempted andWith bloody passage led your wars even toThe gates of Rome,1
Also available as a digital edition,0
Purchase bottled water to bring on board and don't use ice cubes in your drink,0
Had a weekly audition of 1,0
MARIANA:My husband bids me; now I will unmask,1
The Coast Guard has discovered a 4-mile-long oil sheen in the Gulf of Mexico,0
Rebels on Cairo Street say they'll carry on fighting until 'the bitter end',0
"While some execs saw his lying as 'quirks' of his personality, the tales left Brokaw 'incensed' and he ultimately didn't support Williams in February",0
"Please it your honoursTo call me to your senate, I'll deliverMyself your loyal servant, or endureYour heaviest censure",1
"ROMEO:Bid a sick man in sadness make his will:Ah, word ill urged to one that is so ill!In sadness, cousin, I do love a woman",1
"The earth hath swallow'd all my hopes but she,She is the hopeful lady of my earth:But woo her, gentle Paris, get her heart,My will to her consent is but a part;An she agree, within her scope of choiceLies my consent and fair according voice",1
England will play Czech Republic and Germany in coming weeks,0
Japanese firm offers apartment built with favourite pets in mind,0
"PERDITA:POLIXENES:Shepherdess,A fair one are you--well you fit our agesWith flowers of winter",1
"This is no mortal business, nor no soundThat the earth owes",1
Authorities have connected the incident to a DC armed kidnapping that led to a police chase,0
Sui generis refers to something so new or bizarre it defies categorization,0
A rep for the singer says her visit was 'not for substance abuse'Star Magazine claims Selena was 'heavily into the drug Molly’ and was using prescription drugs like Xanax and Ambien'TMZ claim the singer blames ex Justin Bieber for her 'predicament',0
Sam Allardyce also without Kevin Nolan and Andy Carroll,0
"QUEEN:Then whither he goes, thither let me go",1
"Taylor, who fought Carl Froch in 2009, is expected to appear before a judge on Wednesday",0
"Ponchos, coats and scarves boosted sales by 10 per cent over winter",0
O brave young prince! thy famous grandfatherDoth live again in thee: long mayst thou liveTo bear his image and renew his glories!SOMERSET:And he that will not fight for such a hope,1
LEONTES:One seven-night longer,1
He says the golden days of U,0
"SOMERSET:Ah, Warwick, Warwick! wert thou as we are",1
But family of victims claim U,0
He says majority of American voters don't want to shut down the goverment over Obamacare,0
"Give me some ink and paper in my tentI'll draw the form and model of our battle,Limit each leader to his several charge,And part in just proportion our small strength",1
"HORTENSIO:'Tis well; and I have met a gentlemanHath promised me to help me to another,A fine musician to instruct our mistress;So shall I no whit be behind in dutyTo fair Bianca, so beloved of me",1
"Lloyd refused to comment on the story, saying she no longer wished to speak about her son's murder",0
's hometown say Obama shattered ceiling,0
Says she barely needs any work as already has a healthy glow,0
"RICHARD:Sound drums and trumpets, and the king will fly",1
Experts have warned of 'the nightmare of the recession all over again',0
"Provost:Now, sir, how do you find the prisoner?DUKE VINCENTIO:A creature unprepared, unmeet for death;And to transport him in the mind he isWere damnable",1
"For behold meA fellow of the royal bed, which oweA moiety of the throne a great king's daughter,The mother to a hopeful prince, here standingTo prate and talk for life and honour 'foreWho please to come and hear",1
"Others argue future generations may see single-sex golf clubs as ""pretty archaic""",0
Fears shrimp could upset delicate ecosystem,0
"DUKE OF AUMERLE:I do beseech your grace to pardon me:It is a matter of small consequence,Which for some reasons I would not have seen",1
Her death initially was treated as a suicide but family and friends pushed for more investigation,0
Liverpool manager Brendan Rodgers does not make the 10-man shortlist,0
The show will take residence at the Prince Edward Theatre,0
"Servant:Madam, the guests are come, supper served up, youcalled, my young lady asked for, the nurse cursed inthe pantry, and every thing in extremity",1
"Murdoch's previous divorce settlement with his second wife, Anna Torv reportedly cost him $1",0
"CLIFFORD:Now, Richard, I am with thee here alone:This is the hand that stabb'd thy father York;And this the hand that slew thy brother Rutland;And here's the heart that triumphs in their deathAnd cheers these hands that slew thy sire and brotherTo execute the like upon thyself;And so, have at thee!RICHARD:Nay Warwick, single out some other chase;For I myself will hunt this wolf to death",1
Christian Benteke was named on the subs' bench for Chelsea match,0
"BUCKINGHAM:And, in good time, here comes the noble duke",1
"Boy!Page:My lord?KING RICHARD III:Know'st thou not any whom corrupting goldWould tempt unto a close exploit of death?Page:My lord, I know a discontented gentleman,Whose humble means match not his haughty mind:Gold were as good as twenty orators,And will, no doubt, tempt him to any thing",1
"Lord Marshal:My Lord Aumerle, is Harry Hereford arm'd?DUKE OF AUMERLE:Yea, at all points; and longs to enter in",1
"MENENIUS:So do I too, if it be not too much: brings a'victory in his pocket? the wounds become him",1
"POMPEY:Pray, Master Barnardine, awake till you areexecuted, and sleep afterwards",1
Palaeontologists discovered fossils of the flightless bird in Antarctica,0
"CORIOLANUS:Well, I must do't:Away, my disposition, and possess meSome harlot's spirit! my throat of war be turn'd,Which quired with my drum, into a pipeSmall as an eunuch, or the virgin voiceThat babies lulls asleep! the smiles of knavesTent in my cheeks, and schoolboys' tears take upThe glasses of my sight! a beggar's tongueMake motion through my lips, and my arm'd knees,Who bow'd but in my stirrup, bend like hisThat hath received an alms! I will not do't,Lest I surcease to honour mine own truthAnd by my body's action teach my mindA most inherent baseness",1
"Directioners brush cheeks with Liam, Zayn, Harry, Niall and Louis",0
"If that thy bent of love be honourable,Thy purpose marriage, send me word to-morrow,By one that I'll procure to come to thee,Where and what time thou wilt perform the rite;And all my fortunes at thy foot I'll layAnd follow thee my lord throughout the world",1
"One writer said his comments merely tell you ""Akins is an idiot""",0
Magistrate orders James Everett Dutschke held without bond,0
Poor girl! she weeps,1
Morgan Schneiderlin was sent off late on at St Mary's,0
Our prayers do out-pray his; then let them haveThat mercy which true prayer ought to have,1
"QUEEN ELIZABETH:Oh, he is young and his minorityIs put unto the trust of Richard Gloucester,A man that loves not me, nor none of you",1
The New Jersey governor underwent weight loss surgery in February 2013,0
"CAPULET:Well, he may chance to do some good on her:A peevish self-will'd harlotry it is",1
"Servant:Why, they stay at door, sir",1
To him will I presentthem: there may be matter in it,1
"CORIOLANUS:Tullus Aufidius then had made new head?LARTIUS:He had, my lord; and that it was which causedOur swifter composition",1
Both Sterling and Mario Balotelli failed to beat David De Gea,0
"I am sorry,Most sorry, you have broken from his likingWhere you were tied in duty, and as sorryYour choice is not so rich in worth as beauty,That you might well enjoy her",1
"Police found Dodson 'naked, wet and sitting up with her arms wrapped around her knees in a hall closet'Dodson was fighting with Jude's father, Jude Thaddeus Gomez, for custody",0
"VOLUMNIA:He had, before this last expedition, twenty-fivewounds upon him",1
"CAPULET:When the sun sets, the air doth drizzle dew;But for the sunset of my brother's sonIt rains downright",1
"Clown:Nay, but hear me",1
It is thought the pair of penises relate,0
Court heard his murder on July 27 last year followed argument over drugs,0
Renowned music producer accused in death of actress in 2003,0
Misty Cummings was Ronald Cummings' girlfriend when Haleigh went missing,0
He is accused of calling one of the victims' mothers and taunting her,0
"DUKE VINCENTIO:Virtue is bold, and goodness never fearful",1
"The Reverend Bob Thorn, 59, was on return trip from Dorset to Cornwall",0
"In 2005, Mesfin Nega and Shimelis Yegazu promised to switch off the other's life support machine if they were ever in an life-changing accident",0
Boatswain:When the sea is,1
"BIANCA:I must believe my master; else, I promise you,I should be arguing still upon that doubt:But let it rest",1
"Honolulu, Hawaii serves up a diverse offering for tourists and locals alike",0
Clark now needs skin grafts but says she's just shocked to be alive,0
"Third Servant:Or Daphne roaming through a thorny wood,Scratching her legs that one shall swear she bleeds,And at that sight shall sad Apollo weep,So workmanly the blood and tears are drawn",1
"Cursed be the hand that made these fatal holes!Cursed be the heart that had the heart to do it!Cursed the blood that let this blood from hence!More direful hap betide that hated wretch,That makes us wretched by the death of thee,Than I can wish to adders, spiders, toads,Or any creeping venom'd thing that lives!If ever he have child, abortive be it,Prodigious, and untimely brought to light,Whose ugly and unnatural aspectMay fright the hopeful mother at the view;And that be heir to his unhappiness!If ever he have wife, let her he madeA miserable by the death of himAs I am made by my poor lord and thee!Come, now towards Chertsey with your holy load,Taken from Paul's to be interred there;And still, as you are weary of the weight,Rest you, whiles I lament King Henry's corse",1
Flood began after heavy rains caused waters to smash through a dam,0
"Look, therefore, Lewis, that by this league and marriageThou draw not on thy danger and dishonour;For though usurpers sway the rule awhile,Yet heavens are just, and time suppresseth wrongs",1
"Activists in the Missouri suburb, protesting over the shooting death of unarmed black teen Michael Brown, were also known as 'adversaries'The National Guard was first activated in Ferguson in August after Missouri Governor Jay Nixon declared a state of emergency when riots broke out",0
"HENRY BOLINGBROKE:Your will be done: this must my comfort be,Sun that warms you here shall shine on me;And those his golden beams to you here lentShall point on me and gild my banishment",1
YORK:Richard hath best deserved of all my sons,1
The pair could serve out their sentences in Britain if a transfer is agreed,0
"We will go walk a little in the orchard,And then to dinner",1
"Miss Aherne, 50, praises support she has had from her Macmillan nurse",0
"FLORIZEL:Now, good Camillo;I am so fraught with curious business thatI leave out ceremony",1
"Thy news?Messenger:The citizens of Corioli have issued,And given to Lartius and to Marcius battle:I saw our party to their trenches driven,And then I came away",1
"LUCIO:Well, then, imprison him: if imprisonment be thedue of a bawd, why, 'tis his right: bawd is hedoubtless, and of antiquity too; bawd-born",1
Harry Redknapp's side won 2-1 to progress to Wembley in play-offs,0
Top members of Foreign Relations Committee stress importance of U,0
"FROTH:No, indeed",1
"MIRANDA:O the heavens!What foul play had we, that we came from thence?Or blessed was't we did?PROSPERO:Both, both, my girl:By foul play, as thou say'st, were we heaved thence,But blessedly holp hither",1
"Dawn Nguyen of Rochester, New York, was a former neighbor of William Spengler, 62, and allegedly purchased the AR-15 semiautomatic rifle and 12-gauge shotgun used in the shooting on his behalf",0
"Apothecary:Put this in any liquid thing you will,And drink it off; and, if you had the strengthOf twenty men, it would dispatch you straight",1
"EPA emissions rule part of President Obama's global warming agenda, Inhofe says",0
"'Highly unlikely that this individual was attacked by a tiger as he was walking home from the pub'Israeli archeologists announced the discovery of a huge cache of religious objects about 3,500 years old",0
POLIXENES:This is strange: methinksMy favour here begins to warp,1
S amid charges of espionage and treason,0
Prosecutors plan to introduce evidence that includes video taken at the gas,0
"PM mobilizing British public for new campaign in Iraq, mindful last one was widely opposed",0
GLOUCESTER:Then never man was true,1
"KING LEWIS XI:And still is friend to him and Margaret:But if your title to the crown be weak,As may appear by Edward's good success,Then 'tis but reason that I be releasedFrom giving aid which late I promised",1
Made remarks to operator as she paid £60,0
"Shepherd:Let him, my son: he shall not need to grieveAt knowing of thy choice",1
ANTONIO:True; save means to live,1
Magistrates in Burnley heard men all had interest in setting dogs on animals,0
"First Citizen:He shall well knowThe noble tribunes are the people's mouths,And we their hands",1
"Hong Kong's ""silent majority"" want protesters to go home, says Robert Chow",0
The boyfriend said he'd last seen Costa at a nearby truck stop but said he couldn't tell police where she'd gone,0
Were joined by French President Francois Hollande and German Chancellor Angela Merkel to discuss escalating conflict in eastern Ukraine,0
"Ex-Big Brother star, 30, is mother to 17-month-old Dolly",0
"PETRUCHIO:O Kate, content thee; prithee, be not angry",1
Odds of winning are one in 175 million,0
Johnnie Boden's dog led him to human remains during a stroll in the park,0
"Medicins Sans Frontieres says victims were exposed to 'neurotoxic agent'Charity has sent 7,000 vials of atrophine - antidote to nerve agent",0
"He died two days later from a major head injury on Christmas Day, 1993",0
Hamilton gives Will all but a few minutes of his life,0
"HENRY BOLINGBROKE:Look, what I speak, my life shall prove it true;That Mowbray hath received eight thousand noblesIn name of lendings for your highness' soldiers,The which he hath detain'd for lewd employments,Like a false traitor and injurious villain",1
WARWICK:And Warwick shall disprove it,1
"runs over a distance of 3,200 metres at Flemington race course",0
"ISABELLA:Yes; I do think that you might pardon him,And neither heaven nor man grieve at the mercy",1
Second Servingman:Where's Cotus? my master callsfor him,1
Texas child welfare officials trying to determine father's identity,0
"92,985 more property millionaires in Britain created in past 12 months",0
"PETRUCHIO:Nay, then you lie: it is the blessed sun",1
"GREEN:Alas, poor duke! the task he undertakesIs numbering sands and drinking oceans dry:Where one on his side fights, thousands will fly",1
Son:How will my mother for a father's deathTake on with me and ne'er be satisfied!Father:How will my wife for slaughter of my sonShed seas of tears and ne'er be satisfied!KING HENRY VI:How will the country for these woful chancesMisthink the king and not be satisfied!Son:Was ever son so rued a father's death?Father:Was ever father so bemoan'd his son?KING HENRY VI:Was ever king so grieved for subjects' woe?Much is your sorrow; mine ten times so much,1
GLOUCESTER:KING EDWARD IV:'Twere pity they should lose their father's lands,1
"LARTIUS:Worthy sir, thou bleed'st;Thy exercise hath been too violent forA second course of fight",1
Teach For America places college grads as teachers in low-income schools,0
"Towards Ludlow then, for we'll not stay behind",1
But there are those who say Bohener is not changing his overall posture,0
The crew are aged from 27 to 54 years old,0
"I can't say your worships havedelivered the matter well, when I find the ass incompound with the major part of your syllables: andthough I must be content to bear with those that sayyou are reverend grave men, yet they lie deadly thattell you you have good faces",1
MARCIUS:Yonder comes news,1
He recruited friends as mules and bought cartons from holiday hotspots,0
Manchester United and Ajax have agreed a fee of £13,0
"But without regular dredging, earth built up along banks and clogged them",0
"What might,Worthy Sebastian? O, what might?--No more:--And yet me thinks I see it in thy face,What thou shouldst be: the occasion speaks thee, andMy strong imagination sees a crownDropping upon thy head",1
Jamieson finished second in the 200m breaststroke at London 2012,0
Apple guards its software but has opened interface to app developers,0
LEONTES:Do not draw the curtain,1
"Come all to ruin; letThy mother rather feel thy pride than fearThy dangerous stoutness, for I mock at deathWith as big heart as thou",1
"Cures include monkey heads, which are thought to be a stimulant, and burn-healing boa constrictor skins",0
"BUCKINGHAM:Return, good Catesby, to thy lord again;Tell him, myself, the mayor and citizens,In deep designs and matters of great moment,No less importing than our general good,Are come to have some conference with his grace",1
HORTENSIO:Content,1
"So with me:My birth-place hate I, and my love's uponThis enemy town",1
Mayor Boris Johnson hails the city as 'the world's favourite place to visit',0
He opened the global flagship on London's Regent Street today,0
Fascino Rustico books Betfair Hurdle spot with Novices Hurdle victory,0
"What mutter you, or what conspire you, lords?WARWICK:Do right unto this princely Duke of York,Or I will fill the house with armed men,And over the chair of state, where now he sits,Write up his title with usurping blood",1
"KING EDWARD IV:Why, so! then am I sure of victory",1
The world’s most famous club knockout tournament will have a radical makeover,0
"KING EDWARD IV:A pleasing cordial, princely Buckingham,is this thy vow unto my sickly heart",1
"Thisnews is old enough, yet it is every day's news",1
Happened at party where alcohol and marijuana was said to be available,0
The new report accusing Bashar al-Assad's regime of torture may shift the focus of the peace talks,0
"Therefore, that I may conquer fortune's spiteBy living low, where fortune cannot hurt me,And that the people of this blessed landMay not be punish'd with my thwarting stars,Warwick, although my head still wear the crown,I here resign my government to thee,For thou art fortunate in all thy deeds",1
"Dorset your son, that with a fearful soulLeads discontented steps in foreign soil,This fair alliance quickly shall call homeTo high promotions and great dignity:The king, that calls your beauteous daughter wife",1
"Mrs Truman was found in the shower at her home in Orem, Utah in September 2012 with a close-range gunshot wound to the head",0
"DUKE OF AUMERLE:Excepting one, I would he were the bestIn all this presence that hath moved me so",1
"Their home kit is inspired by title sponsors, beer company Estrella Galicia",0
The federal police could lead a new homeland security division,0
Kessler's mother died of natural causes in the apartment in November,0
Good night,1
I am ready now,1
"After more than 40 years in the air, no airlines will use the DC10 aircraft model in the future",0
"BUCKINGHAM:You are too senseless--obstinate, my lord,Too ceremonious and traditionalWeigh it but with the grossness of this age,You break not sanctuary in seizing him",1
"But think you, lords, that Clifford fled with them?WARWICK:No, 'tis impossible he should escape,For, though before his face I speak the wordsYour brother Richard mark'd him for the grave:And wheresoe'er he is, he's surely dead",1
"VINCENTIO:But is it true? or else is it your pleasure,Like pleasant travellers, to break a jestUpon the company you overtake?HORTENSIO:I do assure thee, father, so it is",1
Charged with using fake document as form of ID in December,0
"CAMILLO:I cannot say 'tis pityShe lacks instructions, for she seems a mistressTo most that teach",1
"My traffic is sheets; when the kite builds, look tolesser linen",1
He also claimed that the song was not racist but was about John Terry,0
Friends saw two spare bedrooms as a chance to ask her about having children,0
Actor had called 911 and 'confessed' to the killing,0
She appeals for calm and says the focus should be on the president's funeral,0
Victim's wife claims killers demanded he hand over his car keys before shooting him,0
Video was created for one of Apple's early summer retreats for employees,0
He was jailed for two years at Worcester Crown Court,0
"ISABELLA:So you must be the first that gives this sentence,And he, that suffer's",1
"The higher a woman's voice, the more attractive men find her, expert says",0
"GONZALO:I do well believe your highness; anddid it to minister occasion to these gentlemen,who are of such sensible and nimble lungs thatthey always use to laugh at nothing",1
"LORD ROSS:Be confident to speak, Northumberland:We three are but thyself; and, speaking so,Thy words are but as thoughts; therefore, be bold",1
Beijing's weather has compounded the problem in recent days,0
